dbn,score,travel_time,geom
02M489,2.05,48.75,POINT (-74.0120220000000018 40.7091959999999986)
02M300,3.08,72.38333333333334,POINT (-73.9929530000000000 40.7651839999999979)
30Q258,3.35,67.7,POINT (-73.9326640000000026 40.7570649999999972)
11X509,2.57,99.45,POINT (-73.8610060000000033 40.8596649999999997)
07X221,3.46,73.2,POINT (-73.9207820000000027 40.8139830000000003)
22K555,2.28,40.88333333333333,POINT (-73.9717360000000070 40.6494039999999970)
21K344,2.42,50.18333333333333,POINT (-73.9731320000000068 40.5825329999999980)
04M680,3.18,67.71666666666667,POINT (-73.9465579999999960 40.7918809999999965)
02M600,3.49,57.03333333333333,POINT (-73.9960739999999930 40.7451560000000015)
24Q530,4.02,73.6,POINT (-73.9336399999999969 40.7444119999999970)
02M519,4.58,66.75,POINT (-73.9600590000000011 40.7653589999999966)
02M507,4.13,61.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
10X141,3.97,103.1,POINT (-73.9134860000000060 40.8883379999999974)
02M400,2.8,63.85,POINT (-73.9875310000000042 40.7677910000000026)
08X348,3.83,95.9,POINT (-73.8385449999999963 40.8407020000000003)
31R047,3.55,83.93333333333334,POINT (-74.1585890000000063 40.5813149999999965)
14K586,3.82,67.21666666666667,POINT (-73.9436409999999995 40.7099410000000006)
13K430,2.76,38.96666666666667,POINT (-73.9769050000000021 40.6888339999999999)
09X297,3.45,86.56666666666666,POINT (-73.9044729999999959 40.8276419999999973)
17K745,2.77,33.65,POINT (-73.9424580000000020 40.6588929999999991)
24Q485,2.74,69.45,POINT (-73.9088140000000067 40.7110330000000005)
20K505,4.64,52.2,POINT (-73.9817950000000053 40.6204460000000012)
29Q248,3.21,88.0,POINT (-73.7568389999999994 40.6682350000000028)
07X551,2.84,72.13333333333334,POINT (-73.9253130000000027 40.8136409999999970)
14K610,2.67,63.75,POINT (-73.9532810000000040 40.7219809999999995)
08X405,2.93,95.9,POINT (-73.8385449999999963 40.8407020000000003)
19K422,3.58,62.06666666666667,POINT (-73.8747560000000050 40.6574590000000029)
30Q575,4.38,68.53333333333333,POINT (-73.9374339999999961 40.7513310000000004)
27Q309,4.31,91.06666666666666,POINT (-73.7627949999999970 40.6020099999999999)
10X440,3.02,93.4,POINT (-73.8869100000000003 40.8821780000000032)
27Q334,3.31,86.76666666666667,POINT (-73.8294070000000033 40.6930059999999969)
01M450,3.94,55.96666666666667,POINT (-73.9825550000000050 40.7295889999999972)
13K527,3.1,37.483333333333334,POINT (-73.9888530000000060 40.6946820000000002)
02M316,3.81,42.13333333333333,POINT (-74.0133019999999959 40.7056800000000010)
10X442,3.74,90.15,POINT (-73.8983089999999976 40.8702929999999967)
24Q296,3.04,86.08333333333333,POINT (-73.8706420000000037 40.7437299999999993)
02M296,2.21,72.38333333333334,POINT (-73.9929530000000000 40.7651839999999979)
09X517,2.95,89.1,POINT (-73.9044899999999956 40.8335110000000014)
03M494,2.45,62.233333333333334,POINT (-73.9847529999999978 40.7743510000000029)
30Q555,3.17,68.51666666666667,POINT (-73.9374449999999968 40.7513560000000012)
11X418,2.88,104.96666666666667,POINT (-73.8650360000000035 40.8514049999999997)
29Q283,3.1,88.0,POINT (-73.7568389999999994 40.6682350000000028)
13K412,3.24,50.06666666666667,POINT (-73.9587939999999975 40.6926419999999993)
32K554,4.74,60.86666666666667,POINT (-73.9131710000000055 40.6973699999999994)
07X670,3.28,76.96666666666667,POINT (-73.9303859999999986 40.8159380000000027)
02M374,3.1,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
15K656,3.4,38.6,POINT (-73.9802700000000044 40.6835590000000025)
24Q550,2.77,87.86666666666666,POINT (-73.8531779999999998 40.7374269999999967)
23K697,3.14,51.86666666666667,POINT (-73.9117049999999978 40.6658779999999993)
13K674,2.99,43.18333333333333,POINT (-73.9860149999999948 40.6949260000000024)
02M432,3.63,54.63333333333333,POINT (-73.9812409999999971 40.7461759999999984)
02M542,3.46,72.38333333333334,POINT (-73.9929530000000000 40.7651839999999979)
02M288,2.95,72.38333333333334,POINT (-73.9929530000000000 40.7651839999999979)
18K642,3.66,54.96666666666667,POINT (-73.8982539999999943 40.6414740000000023)
03M492,3.39,62.233333333333334,POINT (-73.9847529999999978 40.7743510000000029)
08X376,3.28,100.93333333333334,POINT (-73.8561669999999992 40.8222900000000024)
02M139,3.96,61.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
09X329,3.39,86.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
24Q600,3.26,74.35,POINT (-73.9282189999999986 40.7422049999999984)
02M543,2.8,46.43333333333333,POINT (-73.9893370000000061 40.7167779999999979)
18K569,3.51,34.4,POINT (-73.9221710000000058 40.6486570000000000)
02M475,3.03,52.86666666666667,POINT (-74.0137480000000068 40.7175900000000013)
31R455,4.34,122.83333333333333,POINT (-74.1920319999999975 40.5280920000000009)
08X530,3.22,75.98333333333333,POINT (-73.8982120000000009 40.8175120000000007)
11X544,4.14,100.55,POINT (-73.8619699999999995 40.8759530000000026)
10X284,2.91,96.68333333333334,POINT (-73.9122559999999993 40.8771050000000002)
02M308,3.03,46.43333333333333,POINT (-73.9893370000000061 40.7167779999999979)
13K499,3.96,41.88333333333333,POINT (-73.9621049999999940 40.6784880000000015)
11X299,2.94,99.45,POINT (-73.8610060000000033 40.8596649999999997)
27Q314,2.73,69.38333333333334,POINT (-73.8169379999999933 40.6757709999999975)
12X479,3.25,99.28333333333333,POINT (-73.9001049999999964 40.8277429999999981)
26Q435,3.11,99.46666666666667,POINT (-73.7387559999999951 40.7330660000000009)
02M260,3.97,53.18333333333333,POINT (-73.9927249999999930 40.7365179999999967)
02M449,2.68,66.75,POINT (-73.9600590000000011 40.7653589999999966)
12X271,3.48,78.03333333333333,POINT (-73.8883610000000033 40.8363560000000021)
29Q265,3.96,88.0,POINT (-73.7568389999999994 40.6682350000000028)
09X525,3.19,90.33333333333333,POINT (-73.9032360000000068 40.8435879999999969)
10X434,2.96,114.5,POINT (-73.8882669999999990 40.8600429999999974)
12X242,2.66,94.53333333333333,POINT (-73.8777850000000029 40.8314159999999973)
14K478,3.28,56.1,POINT (-73.9397220000000033 40.7121840000000006)
28Q686,2.84,75.28333333333333,POINT (-73.8566979999999944 40.7113670000000027)
06M346,3.34,79.73333333333333,POINT (-73.9420719999999960 40.8336869999999976)
27Q262,2.64,80.6,POINT (-73.8226240000000047 40.5860660000000024)
10X433,3.61,90.15,POINT (-73.8983089999999976 40.8702929999999967)
18K629,2.89,34.4,POINT (-73.9221710000000058 40.6486570000000000)
06M211,3.26,81.18333333333334,POINT (-73.9248350000000016 40.8660530000000008)
17K590,3.32,21.766666666666666,POINT (-73.9511669999999981 40.6671949999999995)
14K685,3.47,59.3,POINT (-73.9556110000000047 40.7058979999999977)
10X445,3.49,90.3,POINT (-73.8910400000000038 40.8775899999999979)
09X252,3.09,91.98333333333333,POINT (-73.9013159999999942 40.8392440000000008)
20K485,3.83,57.21666666666667,POINT (-74.0238489999999985 40.6372819999999990)
32K168,2.84,65.31666666666666,POINT (-73.9107910000000032 40.6969700000000003)
02M615,3.1,55.6,POINT (-74.0046250000000043 40.7244000000000028)
09X412,4.44,86.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
02M305,2.44,46.43333333333333,POINT (-73.9893370000000061 40.7167779999999979)
17K548,2.88,28.15,POINT (-73.9616950000000060 40.6703490000000016)
19K660,2.56,48.516666666666666,POINT (-73.8964299999999952 40.6741349999999997)
03M299,3.2,62.233333333333334,POINT (-73.9847529999999978 40.7743510000000029)
06M462,4.2,86.3,POINT (-73.9270510000000058 40.8559539999999970)
24Q520,2.92,73.6,POINT (-73.9336399999999969 40.7444119999999970)
11X253,3.19,100.55,POINT (-73.8619699999999995 40.8759530000000026)
01M292,3.1,59.666666666666664,POINT (-73.9863359999999943 40.7136840000000007)
10X342,3.95,90.15,POINT (-73.8983089999999976 40.8702929999999967)
14K071,2.81,62.61666666666667,POINT (-73.9531460000000038 40.7036239999999978)
26Q315,3.21,99.46666666666667,POINT (-73.7387559999999951 40.7330660000000009)
10X439,3.67,114.5,POINT (-73.8882669999999990 40.8600429999999974)
02M416,3.13,74.31666666666666,POINT (-73.9536080000000027 40.7701870000000000)
27Q324,4.31,80.6,POINT (-73.8226240000000047 40.5860660000000024)
19K510,4.11,51.06666666666667,POINT (-73.8947469999999953 40.6674560000000014)
13K594,3.75,41.88333333333333,POINT (-73.9621049999999940 40.6784880000000015)
07X259,3.37,79.43333333333334,POINT (-73.9070150000000012 40.8108029999999999)
15K519,3.13,44.11666666666667,POINT (-73.9909930000000031 40.6845240000000032)
02M520,3.26,51.516666666666666,POINT (-74.0008509999999973 40.7114419999999981)
09X263,2.76,91.98333333333333,POINT (-73.9013159999999942 40.8392440000000008)
13K419,2.91,52.766666666666666,POINT (-73.9850160000000017 40.6973389999999995)
21K525,4.46,41.0,POINT (-73.9592849999999942 40.6205250000000007)
30Q286,3.61,86.7,POINT (-73.9245910000000066 40.7712149999999980)
08X349,4.19,95.9,POINT (-73.8385449999999963 40.8407020000000003)
02M529,4.66,54.68333333333333,POINT (-73.9830780000000061 40.7577289999999977)
23K644,4.68,49.95,POINT (-73.9158429999999953 40.6778049999999993)
16K455,3.03,44.766666666666666,POINT (-73.9324069999999978 40.6794399999999996)
28Q310,2.5,89.13333333333334,POINT (-73.7972369999999955 40.7132179999999977)
17K382,3.8,37.1,POINT (-73.9585500000000025 40.6497870000000034)
30Q580,4.02,66.48333333333333,POINT (-73.9271690000000063 40.7553660000000022)
25Q263,4.07,97.3,POINT (-73.8205480000000023 40.7598440000000011)
08X561,4.11,100.93333333333334,POINT (-73.8561669999999992 40.8222900000000024)
02M551,4.47,43.96666666666667,POINT (-74.0116309999999942 40.7016950000000008)
21K690,3.18,53.95,POINT (-73.9944040000000030 40.6048789999999968)
30Q501,4.5,76.93333333333334,POINT (-73.9251210000000043 40.7565340000000020)
11X513,3.21,118.41666666666667,POINT (-73.8526939999999996 40.8878309999999985)
02M438,4.71,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
10X374,3.99,114.5,POINT (-73.8882669999999990 40.8600429999999974)
24Q293,2.94,86.08333333333333,POINT (-73.8706420000000037 40.7437299999999993)
31R460,4.22,87.6,POINT (-74.1242270000000048 40.5968030000000013)
14K474,4.16,56.1,POINT (-73.9397220000000033 40.7121840000000006)
15K462,2.98,43.96666666666667,POINT (-73.9792869999999994 40.6696290000000005)
10X696,2.61,93.46666666666667,POINT (-73.8953819999999979 40.8739380000000025)
30Q301,4.9,84.88333333333334,POINT (-73.9591960000000057 40.7429559999999995)
02M422,3.39,60.06666666666667,POINT (-74.0021359999999930 40.7428669999999968)
10X353,3.51,93.4,POINT (-73.8869100000000003 40.8821780000000032)
17K543,3.44,37.1,POINT (-73.9585500000000025 40.6497870000000034)
08X269,3.63,82.11666666666666,POINT (-73.8931280000000044 40.8205790000000022)
29Q313,2.72,100.13333333333334,POINT (-73.7457279999999997 40.6978190000000026)
12X684,4.31,88.08333333333333,POINT (-73.8753659999999996 40.8417940000000002)
19K583,3.26,66.73333333333333,POINT (-73.8683280000000053 40.6911460000000034)
08X432,2.04,100.93333333333334,POINT (-73.8561669999999992 40.8222900000000024)
25Q525,3.98,93.0,POINT (-73.8213920000000030 40.7343899999999977)
02M393,4.07,61.86666666666667,POINT (-73.9905930000000041 40.7633700000000019)
03M403,4.32,68.18333333333334,POINT (-73.9746140000000025 40.7858030000000014)
14K454,2.38,67.21666666666667,POINT (-73.9436409999999995 40.7099410000000006)
02M546,2.84,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
29Q259,4.74,93.81666666666666,POINT (-73.7535790000000020 40.7064599999999999)
19K502,2.48,51.06666666666667,POINT (-73.8947469999999953 40.6674560000000014)
18K566,2.86,42.483333333333334,POINT (-73.9167350000000027 40.6332850000000008)
09X327,2.59,77.18333333333334,POINT (-73.9160820000000029 40.8424949999999995)
26Q430,3.97,98.88333333333334,POINT (-73.7928299999999950 40.7407240000000002)
14K561,2.95,65.13333333333334,POINT (-73.9547539999999941 40.7150729999999967)
21K572,3.91,74.4,POINT (-73.9857700000000023 40.5942909999999983)
10X213,4.45,96.68333333333334,POINT (-73.9122559999999993 40.8771050000000002)
07X495,4.3,77.88333333333334,POINT (-73.9110299999999967 40.8182499999999990)
32K556,4.42,61.35,POINT (-73.9281399999999991 40.6950560000000010)
02M459,3.03,66.75,POINT (-73.9600590000000011 40.7653589999999966)
28Q440,4.37,85.63333333333334,POINT (-73.8456369999999964 40.7294020000000003)
09X260,4.69,92.05,POINT (-73.9024990000000059 40.8336650000000034)
09X403,3.72,86.56666666666666,POINT (-73.9044729999999959 40.8276419999999973)
12X248,3.22,98.3,POINT (-73.8976119999999952 40.8273149999999987)
28Q680,3.08,85.71666666666667,POINT (-73.8064990000000023 40.7188310000000016)
25Q240,3.81,87.76666666666667,POINT (-73.8278899999999965 40.7651660000000007)
21K348,3.94,74.4,POINT (-73.9857700000000023 40.5942909999999983)
20K490,3.5,60.93333333333333,POINT (-74.0400460000000038 40.6278349999999975)
05M148,4.8,67.38333333333334,POINT (-73.9477119999999957 40.8173719999999989)
02M411,2.85,56.05,POINT (-73.9865209999999962 40.7419300000000035)
07X527,4.34,82.9,POINT (-73.9238289999999978 40.8223100000000017)
17K546,3.96,33.65,POINT (-73.9424580000000020 40.6588929999999991)
32K552,3.24,65.31666666666666,POINT (-73.9107910000000032 40.6969700000000003)
31R028,2.78,72.45,POINT (-74.0826670000000007 40.6242629999999991)
09X564,3.74,86.01666666666667,POINT (-73.9109100000000012 40.8404219999999967)
06M293,3.11,94.85,POINT (-73.9306720000000013 40.8607900000000015)
31R605,3.35,73.65,POINT (-74.1153730000000053 40.5678729999999987)
11X508,3.69,99.45,POINT (-73.8610060000000033 40.8596649999999997)
02M630,3.42,64.7,POINT (-73.9672029999999978 40.7592399999999984)
08X312,3.2,100.93333333333334,POINT (-73.8561669999999992 40.8222900000000024)
02M533,2.59,53.11666666666667,POINT (-73.9876589999999936 40.7354940000000028)
24Q585,3.02,94.28333333333333,POINT (-73.8874820000000057 40.7299390000000017)
04M555,4.05,67.75,POINT (-73.9493810000000025 40.7937629999999984)
09X241,4.3,91.98333333333333,POINT (-73.9013159999999942 40.8392440000000008)
31R440,4.69,86.36666666666666,POINT (-74.1077370000000002 40.5693929999999980)
12X550,2.81,96.13333333333334,POINT (-73.8789119999999997 40.8316009999999991)
25Q285,2.74,115.61666666666666,POINT (-73.7900829999999956 40.7651329999999987)
25Q425,4.12,NaN,POINT (-73.8249440000000021 40.7381389999999968)
28Q505,2.98,87.95,POINT (-73.8016599999999983 40.7094459999999998)
31R080,3.27,76.51666666666667,POINT (-74.1020780000000059 40.6085169999999991)
10X437,4.16,114.5,POINT (-73.8882669999999990 40.8600429999999974)
19K504,4.49,51.06666666666667,POINT (-73.8947469999999953 40.6674560000000014)
05M157,2.59,74.3,POINT (-73.9394329999999940 40.8073830000000015)
09X324,4.73,87.9,POINT (-73.9176680000000061 40.8286960000000008)
15K463,3.47,43.96666666666667,POINT (-73.9792869999999994 40.6696290000000005)
26Q566,3.53,115.41666666666667,POINT (-73.7275350000000032 40.7460880000000003)
11X455,2.92,103.06666666666666,POINT (-73.8339040000000040 40.8740910000000000)
08X282,2.7,101.38333333333334,POINT (-73.8565799999999939 40.8148330000000001)
12X521,2.73,96.13333333333334,POINT (-73.8789119999999997 40.8316009999999991)
22K535,3.41,65.51666666666667,POINT (-73.9359520000000003 40.5808940000000007)
29Q326,3.25,86.28333333333333,POINT (-73.7711950000000058 40.7118490000000008)
05M362,3.22,76.18333333333334,POINT (-73.9558090000000021 40.8104310000000012)
15K448,4.77,47.88333333333333,POINT (-74.0013770000000051 40.6800700000000006)
27Q351,4.35,80.6,POINT (-73.8226240000000047 40.5860660000000024)
10X549,3.75,90.15,POINT (-73.8983089999999976 40.8702929999999967)
32K549,3.26,65.31666666666666,POINT (-73.9107910000000032 40.6969700000000003)
29Q272,3.31,88.0,POINT (-73.7568389999999994 40.6682350000000028)
19K639,4.05,66.73333333333333,POINT (-73.8683280000000053 40.6911460000000034)
27Q650,4.4,83.53333333333333,POINT (-73.8407169999999979 40.6895910000000001)
05M692,3.35,82.41666666666667,POINT (-73.9490969999999948 40.8207400000000007)
